case_name,dataset,score
S60_S0939,real_val,0.89783204
S50_S0493,real_val,0.8115983
S50_S0684,real_val,0.77047807
A50_S0287,real_val,0.68742806
A50_S0359,real_val,0.85708463
S60_S0374,real_val,0.8585375
S50_S0638,real_val,0.8158148
S50_S0848,real_val,0.80909777
S50_S1056,real_val,0.76646256
A60_S0974,real_val,0.845496
A60_S0208,real_val,0.89106715
S50_S0778,real_val,0.76031053
A60_S0103,real_val,0.85331464
A50_S0801,real_val,0.82858914
S60_S0458,real_val,0.88628346
S60_S0038,real_val,0.8658241
A60_S1011,real_val,0.8895601
A60_S0065,real_val,0.8637553
S50_S0141,real_val,0.76766944
S50_S0406,real_val,0.8178607
A50_S0013,real_val,0.8263389
A50_S0508,real_val,0.8495813
A40_S0343,real_val,0.54768264
S50_S0279,real_val,0.8501642
S60_S1046,real_val,0.8837098
S60_S0927,real_val,0.8392267
S70_S0513,real_val,0.8510827
A50_S0059,real_val,0.8394749
S50_S0793,real_val,0.82021946
S60_S0173,real_val,0.8524959
A70_S0121,real_val,0.8783046
S30_S0693,real_val,0.53229445
A60_S0307,real_val,0.8926995
A60_S0873,real_val,0.8813214
S60_S0225,real_val,0.89263767
S60_S0718,real_val,0.87674326
S50_S0527,real_val,0.81068677
S60_S0850,real_val,0.8966923
S60_S0198,real_val,0.8543017
A60_S0965,real_val,0.81339496
A60_S0363,real_val,0.89477223
A60_S0837,real_val,0.8785562
S40_S0970,real_val,0.6807525
A60_S0386,real_val,0.8796985
S40_S1133,real_val,0.7597474
A50_S0212,real_val,0.794928
S50_S0613,real_val,0.84917915
S60_S0955,real_val,0.85348487
S40_S1004,real_val,0.5803261
S50_S0435,real_val,0.84321386
S60_S0256,real_val,0.8983582
S50_S1100,real_val,0.75977993
S50_S0220,real_val,0.8193932
A50_S0389,real_val,0.5720037
S40_S1000,real_val,0.77243304
S60_S1085,real_val,0.88216716
S60_S0398,real_val,0.8884876
A60_S0892,real_val,0.8678413
S60_S0797,real_val,0.8793024
S40_S0084,real_val,0.7060532
S50_S0545,real_val,0.8213189
S40_S0118,real_val,0.74374545
S60_S0967,real_val,0.87714535
A60_S1157,real_val,0.86375594
S50_S0505,real_val,0.7998395
A50_S0986,real_val,0.8486934
S40_S0051,real_val,0.74195176
S60_S0568,real_val,0.86035484
A60_S0717,real_val,0.8756746
S40_S0963,real_val,0.72963923
A40_S0604,real_val,0.57020485
S50_S0049,real_val,0.79549307
A50_S0434,real_val,0.72810996
S50_S0615,real_val,0.81509835
S60_S0668,real_val,0.88464165
S60_S0952,real_val,0.9008299
S30_S0133,real_val,0.5173158
S60_S0216,real_val,0.8544479
S60_S0136,real_val,0.86215186
S50_S0954,real_val,0.79685473
A50_S1010,real_val,0.842777
A60_S1090,real_val,0.89316934
S50_S0288,real_val,0.8182241
A60_S0393,real_test,0.88686734
A60_S0151,real_test,0.89702535
S40_S0917,real_test,0.70013297
A50_S0007,real_test,0.71154344
S40_S0595,real_test,0.45888317
S50_S0015,real_test,0.8394471
A60_S0027,real_test,0.8413385
S50_S1068,real_test,0.8378742
S50_S0334,real_test,0.8000985
S40_S0886,real_test,0.46736234
S50_S0249,real_test,0.80802625
S50_S0028,real_test,0.7793855
A60_S0689,real_test,0.894246
S60_S0161,real_test,0.8768655
A60_S0910,real_test,0.892719
S60_S1012,real_test,0.84020895
S50_S0074,real_test,0.85149485
S50_S0275,real_test,0.84733087
S60_S0991,real_test,0.8723613
A50_S0808,real_test,0.845144
S50_S0750,real_test,0.82843924
S60_S1140,real_test,0.8514702
S60_S0294,real_test,0.89073706
A30_S0285,real_test,0.49935263
A60_S0713,real_test,0.88277864
A50_S0155,real_test,0.814895
A60_S0440,real_test,0.8976285
A70_S0095,real_test,0.8560326
A60_S0786,real_test,0.89032567
S40_S1152,real_test,0.7820695
S50_S0607,real_test,0.83088404
S60_S0075,real_test,0.8748775
S60_S0657,real_test,0.88935065
A50_S0945,real_test,0.8401392
A50_S0152,real_test,0.6438213
S60_S0062,real_test,0.87036556
A50_S1193,real_test,0.8599999
A50_S0058,real_test,0.8375113
S60_S1081,real_test,0.87205464
A40_S0904,real_test,0.68379337
S50_S0452,real_test,0.8576183
S60_S0531,real_test,0.83439404
S40_S0378,real_test,0.7288845
S50_S1053,real_test,0.7558438
S50_S0746,real_test,0.8177742
S70_S0113,real_test,0.8641207
S60_S0730,real_test,0.85635155
S60_S0375,real_test,0.89040947
S50_S1051,real_test,0.81773436
S60_S0231,real_test,0.8581979
S50_S1075,real_test,0.82928383
S50_S0014,real_test,0.8464154
S50_S0448,real_test,0.8307054
S30_S0999,real_test,0.6175332
S50_S0379,real_test,0.83175623
S50_S0270,real_test,0.8466167
S70_S0923,real_test,0.87768835
A50_S1059,real_test,0.8364456
S60_S0631,real_test,0.8877873
S50_S0057,real_test,0.77634656
A50_S0626,real_test,0.8512121
S50_S0632,real_test,0.7824473
A50_S0236,real_test,0.8105469
A50_S0543,real_test,0.8443363
S50_S1178,real_test,0.6803351
S40_S0197,real_test,0.5585888
S50_S0215,real_test,0.7533515
A50_S0281,real_test,0.8206912
S70_S0477,real_test,0.89328635
S50_S0020,real_test,0.80832946
S40_S0764,real_test,0.46012497
S60_S0836,real_test,0.8697432
S60_S0807,real_test,0.90079474
S50_S0086,real_test,0.8439851
S50_S0097,real_test,0.8457086
A50_S1106,real_test,0.73520005
S40_S0690,real_test,0.6788793
S30_S0799,real_test,0.50298864
A40_S1182,real_test,0.7057584
A70_S0289,real_test,0.8941684
S60_S1022,real_test,0.86277676
S50_S0719,real_test,0.828145
S50_S0165,real_test,0.7233088
A60_S0617,real_test,0.8698526
S50_S0454,real_test,0.813069
S50_S0409,real_test,0.81850886
S60_S0144,real_test,0.8855994
S50_S0893,real_test,0.7860207
A60_S0985,real_test,0.8911336
S50_S1124,real_test,0.81994075
A50_S0130,real_test,0.84060925
A40_S0070,real_test,0.6209647
S50_S0125,real_test,0.8289135
S60_S0490,real_test,0.8536911
S60_S0150,real_test,0.8817496
S50_S0838,real_test,0.79548234
A50_S0517,real_test,0.81542134
S30_S0433,real_test,0.58311653
A50_S0042,real_test,0.8191279
A60_S0852,real_test,0.8582557
S50_S0067,real_test,0.82599866
S40_S0589,real_test,0.7219656
A50_S0784,real_test,0.6892788
S30_S0429,real_test,0.5265538
S60_S0416,real_test,0.88703346
S50_S0791,real_test,0.8023467
S50_S0321,real_test,0.81653535
S50_S0819,real_test,0.7895011
S60_S0510,real_test,0.84882283
A30_S0239,real_test,0.6325538
S50_S0459,real_test,0.78338933
A60_S1092,real_test,0.87230194
S40_S0096,real_test,0.6723045
A60_S1027,real_test,0.8680666
A60_S0175,real_test,0.86310446
S50_S0312,real_test,0.775164
S50_S1013,real_test,0.83008647
S50_S0686,real_test,0.7169915
A50_S0578,real_test,0.8474948
A60_S0523,real_test,0.87730396
S50_S0769,real_test,0.8216038
A60_S0800,real_test,0.8762652
A50_S0424,real_test,0.85348123
A40_S0314,real_test,0.6339448
A50_S1187,real_test,0.7240013
S50_S0489,real_test,0.82740635
A50_S0283,real_test,0.8543035
S50_S1115,real_test,0.78487045
S60_S0809,real_test,0.883259
A70_S0881,real_test,0.8284598
S60_S0629,real_test,0.8841424
S50_S0777,real_test,0.8226905
S70_S1184,real_test,0.89218587
S40_S1125,real_test,0.7573243
A60_S0798,real_test,0.8846585
A60_S0549,real_test,0.8753351
A60_S0157,real_test,0.8842603
S60_S0300,real_test,0.8884503
S50_S1109,real_test,0.8098711
S50_S1076,real_test,0.8298863
S40_S0755,real_test,0.71924925
S50_S0460,real_test,0.6106766
S50_S1176,real_test,0.74506
S40_S0178,real_test,0.7720994
S60_S0697,real_test,0.887424
S50_S1113,real_test,0.8007732
S50_S1025,real_test,0.83118063
S50_S0792,real_test,0.80493164
S50_S1067,real_test,0.8438147
S60_S0831,real_test,0.86675084
S50_S0115,real_test,0.81751686
A50_S0478,real_test,0.8301074
S60_S1111,real_test,0.89522445
S60_S0438,real_test,0.8744422
A60_S0255,real_test,0.87976557
S60_S0742,real_test,0.8936505
S60_S0168,real_test,0.86194694
A60_S0071,real_test,0.8957142
A40_S0457,real_test,0.7045664
S40_S0608,real_test,0.75205535
A30_S0833,fake_biased,0.42094883
A40_S0017,fake_biased,0.69285834
A40_S0026,fake_biased,0.6579682
A40_S0143,fake_biased,0.6636834
A40_S0153,fake_biased,0.63288885
A40_S0192,fake_biased,0.6519801
A40_S0239,fake_biased,0.65994245
A40_S0251,fake_biased,0.7178467
A40_S0285,fake_biased,0.40429556
A40_S0286,fake_biased,0.5923563
A40_S0343,fake_biased,0.72379106
A40_S0351,fake_biased,0.7031529
A40_S0371,fake_biased,0.24198437
A40_S0377,fake_biased,0.7252939
A40_S0414,fake_biased,0.7085406
A40_S0455,fake_biased,0.71978885
A40_S0469,fake_biased,0.623654
A40_S0471,fake_biased,0.65342295
A40_S0518,fake_biased,0.7146478
A40_S0581,fake_biased,0.6557201
A40_S0604,fake_biased,0.70702744
A40_S0646,fake_biased,0.71437573
A40_S0745,fake_biased,0.68132514
A40_S0772,fake_biased,0.68105733
A40_S0904,fake_biased,0.7080503
A40_S0978,fake_biased,0.7269178
A40_S1079,fake_biased,0.6794545
A40_S1120,fake_biased,0.70956403
A40_S1150,fake_biased,0.64544976
A40_S1182,fake_biased,0.70161194
A50_S0007,fake_biased,0.051078618
A50_S0029,fake_biased,0.052373353
A50_S0031,fake_biased,0.057299923
A50_S0041,fake_biased,0.2758122
A50_S0042,fake_biased,0.050946698
A50_S0070,fake_biased,0.05468434
A50_S0088,fake_biased,0.05104344
A50_S0109,fake_biased,0.050862875
A50_S0152,fake_biased,0.049612407
A50_S0180,fake_biased,0.049791913
A50_S0187,fake_biased,0.04942077
A50_S0219,fake_biased,0.07811893
A50_S0236,fake_biased,0.052109797
A50_S0248,fake_biased,0.05889015
A50_S0259,fake_biased,0.05289543
A50_S0276,fake_biased,0.049344264
A50_S0287,fake_biased,0.049822155
A50_S0310,fake_biased,0.051160406
A50_S0314,fake_biased,0.1832441
A50_S0331,fake_biased,0.054326918
A50_S0345,fake_biased,0.051143102
A50_S0370,fake_biased,0.04933306
A50_S0385,fake_biased,0.5625488
A50_S0389,fake_biased,0.050449524
A50_S0394,fake_biased,0.04874678
A50_S0396,fake_biased,0.050132338
A50_S0401,fake_biased,0.048959706
A50_S0418,fake_biased,0.049951363
A50_S0427,fake_biased,0.5347344
A50_S0432,fake_biased,0.049352195
A50_S0434,fake_biased,0.048694424
A50_S0442,fake_biased,0.049642835
A50_S0445,fake_biased,0.051145364
A50_S0457,fake_biased,0.060536895
A50_S0472,fake_biased,0.048875406
A50_S0507,fake_biased,0.051628616
A50_S0566,fake_biased,0.047871213
A50_S0573,fake_biased,0.07706464
A50_S0580,fake_biased,0.1793824
A50_S0598,fake_biased,0.0507213
A50_S0612,fake_biased,0.053254545
A50_S0616,fake_biased,0.048699185
A50_S0624,fake_biased,0.27123493
A50_S0630,fake_biased,0.048032816
A50_S0637,fake_biased,0.051492006
A50_S0644,fake_biased,0.053164124
A50_S0663,fake_biased,0.04914835
A50_S0670,fake_biased,0.05192355
A50_S0702,fake_biased,0.2083704
A50_S0714,fake_biased,0.048684847
A50_S0720,fake_biased,0.049956232
A50_S0757,fake_biased,0.049033985
A50_S0765,fake_biased,0.052923445
A50_S0770,fake_biased,0.04901075
A50_S0784,fake_biased,0.051028457
A50_S0813,fake_biased,0.7136942
A50_S0859,fake_biased,0.69454265
A50_S0866,fake_biased,0.048520405
A50_S0880,fake_biased,0.12349361
A50_S0887,fake_biased,0.049075164
A50_S0895,fake_biased,0.049387507
A50_S0911,fake_biased,0.049685437
A50_S0914,fake_biased,0.05184502
A50_S0933,fake_biased,0.049684417
A50_S0941,fake_biased,0.12347234
A50_S0959,fake_biased,0.04972978
A50_S0960,fake_biased,0.05111019
A50_S0972,fake_biased,0.050865453
A50_S0993,fake_biased,0.050425466
A50_S0997,fake_biased,0.050464585
A50_S0998,fake_biased,0.115924336
A50_S1044,fake_biased,0.049721997
A50_S1048,fake_biased,0.34763563
A50_S1097,fake_biased,0.050663963
A50_S1103,fake_biased,0.048326466
A50_S1106,fake_biased,0.04945754
A50_S1131,fake_biased,0.054228935
A50_S1141,fake_biased,0.050000913
A50_S1143,fake_biased,0.4454682
A50_S1145,fake_biased,0.090562955
A50_S1187,fake_biased,0.050358787
A50_S1194,fake_biased,0.049289614
A60_S0006,fake_biased,0.051818933
A60_S0013,fake_biased,0.052335303
A60_S0018,fake_biased,0.052190118
A60_S0032,fake_biased,0.053279363
A60_S0033,fake_biased,0.052925155
A60_S0047,fake_biased,0.050992075
A60_S0050,fake_biased,0.052306533
A60_S0058,fake_biased,0.05241617
A60_S0059,fake_biased,0.052662473
A60_S0061,fake_biased,0.05225069
A60_S0063,fake_biased,0.05228225
A60_S0065,fake_biased,0.052491482
A60_S0076,fake_biased,0.052106712
A60_S0077,fake_biased,0.05257757
A60_S0102,fake_biased,0.052275505
A60_S0112,fake_biased,0.051199123
A60_S0124,fake_biased,0.052324586
A60_S0130,fake_biased,0.052608576
A60_S0137,fake_biased,0.051148396
A60_S0155,fake_biased,0.052225932
A60_S0169,fake_biased,0.052409105
A60_S0170,fake_biased,0.0527541
A60_S0175,fake_biased,0.05133476
A60_S0179,fake_biased,0.052382424
A60_S0200,fake_biased,0.05222804
A60_S0212,fake_biased,0.052281972
A60_S0238,fake_biased,0.052667424
A60_S0245,fake_biased,0.05320036
A60_S0253,fake_biased,0.052776735
A60_S0255,fake_biased,0.053625055
A60_S0262,fake_biased,0.052373473
A60_S0269,fake_biased,0.052082364
A60_S0277,fake_biased,0.05072711
A60_S0281,fake_biased,0.052330025
A60_S0282,fake_biased,0.051818747
A60_S0283,fake_biased,0.051934198
A60_S0293,fake_biased,0.051427335
A60_S0296,fake_biased,0.051284187
A60_S0308,fake_biased,0.050677307
A60_S0315,fake_biased,0.051363472
A60_S0318,fake_biased,0.052289132
A60_S0322,fake_biased,0.053635243
A60_S0347,fake_biased,0.050874405
A60_S0349,fake_biased,0.053306717
A60_S0359,fake_biased,0.051866926
A60_S0364,fake_biased,0.05173512
A60_S0367,fake_biased,0.05150888
A60_S0373,fake_biased,0.052453462
A60_S0386,fake_biased,0.05070583
A60_S0393,fake_biased,0.052001685
A60_S0399,fake_biased,0.05300508
A60_S0403,fake_biased,0.05217271
A60_S0417,fake_biased,0.05158867
A60_S0424,fake_biased,0.051876638
A60_S0463,fake_biased,0.052764986
A60_S0476,fake_biased,0.051612392
A60_S0478,fake_biased,0.051920183
A60_S0479,fake_biased,0.052534908
A60_S0483,fake_biased,0.05258779
A60_S0486,fake_biased,0.05420115
A60_S0491,fake_biased,0.051645733
A60_S0497,fake_biased,0.052492175
A60_S0501,fake_biased,0.05230089
A60_S0508,fake_biased,0.05256249
A60_S0509,fake_biased,0.052258134
A60_S0517,fake_biased,0.0516894
A60_S0523,fake_biased,0.052363157
A60_S0536,fake_biased,0.05083755
A60_S0538,fake_biased,0.05238925
A60_S0541,fake_biased,0.053199023
A60_S0543,fake_biased,0.052702542
A60_S0549,fake_biased,0.051197
A60_S0555,fake_biased,0.052251417
A60_S0574,fake_biased,0.052753657
A60_S0578,fake_biased,0.05255322
A60_S0584,fake_biased,0.053021647
A60_S0586,fake_biased,0.05289511
A60_S0594,fake_biased,0.051503837
A60_S0596,fake_biased,0.05055383
A60_S0601,fake_biased,0.052660007
A60_S0614,fake_biased,0.0517071
A60_S0617,fake_biased,0.050936908
A60_S0618,fake_biased,0.05249983
A60_S0620,fake_biased,0.05215522
A60_S0626,fake_biased,0.052524675
A60_S0640,fake_biased,0.053690605
A60_S0658,fake_biased,0.051366527
A60_S0669,fake_biased,0.05065801
A60_S0672,fake_biased,0.052229516
A60_S0687,fake_biased,0.052123614
A60_S0688,fake_biased,0.052198112
A60_S0696,fake_biased,0.05158266
A60_S0708,fake_biased,0.05220472
A60_S0715,fake_biased,0.053931713
A60_S0716,fake_biased,0.052500904
A60_S0717,fake_biased,0.05148386
A60_S0737,fake_biased,0.05038116
A60_S0739,fake_biased,0.050600246
A60_S0744,fake_biased,0.052083626
A60_S0752,fake_biased,0.052307714
A60_S0760,fake_biased,0.05140064
A60_S0782,fake_biased,0.051650815
A60_S0783,fake_biased,0.051490758
A60_S0789,fake_biased,0.05193636
A60_S0795,fake_biased,0.05261989
A60_S0798,fake_biased,0.05167279
A60_S0801,fake_biased,0.0530902
A60_S0802,fake_biased,0.053017374
A60_S0808,fake_biased,0.05314556
A60_S0810,fake_biased,0.05340452
A60_S0816,fake_biased,0.05301189
A60_S0837,fake_biased,0.053554736
A60_S0852,fake_biased,0.052465815
A60_S0855,fake_biased,0.052759696
A60_S0867,fake_biased,0.051437475
A60_S0871,fake_biased,0.052862186
A60_S0872,fake_biased,0.053231865
A60_S0873,fake_biased,0.052238364
A60_S0882,fake_biased,0.05258994
A60_S0889,fake_biased,0.052507564
A60_S0890,fake_biased,0.051293246
A60_S0892,fake_biased,0.052827153
A60_S0918,fake_biased,0.054237843
A60_S0931,fake_biased,0.05247925
A60_S0934,fake_biased,0.051353645
A60_S0945,fake_biased,0.052041315
A60_S0949,fake_biased,0.051379163
A60_S0965,fake_biased,0.051731978
A60_S0973,fake_biased,0.053096574
A60_S0974,fake_biased,0.051720526
A60_S0980,fake_biased,0.052424915
A60_S0986,fake_biased,0.052348427
A60_S1010,fake_biased,0.053092975
A60_S1011,fake_biased,0.051286157
A60_S1019,fake_biased,0.0517183
A60_S1027,fake_biased,0.051298574
A60_S1028,fake_biased,0.05139879
A60_S1030,fake_biased,0.0538455
A60_S1032,fake_biased,0.051981043
A60_S1038,fake_biased,0.05260954
A60_S1041,fake_biased,0.052843623
A60_S1052,fake_biased,0.050491177
A60_S1054,fake_biased,0.0524573
A60_S1059,fake_biased,0.05128526
A60_S1077,fake_biased,0.053515736
A60_S1082,fake_biased,0.05290438
A60_S1092,fake_biased,0.051175535
A60_S1121,fake_biased,0.05150761
A60_S1157,fake_biased,0.05142472
A60_S1159,fake_biased,0.051917367
A60_S1183,fake_biased,0.054179735
A60_S1192,fake_biased,0.052493267
A60_S1193,fake_biased,0.052883916
A70_S0003,fake_biased,0.050007716
A70_S0010,fake_biased,0.049723092
A70_S0016,fake_biased,0.05012082
A70_S0025,fake_biased,0.05077555
A70_S0027,fake_biased,0.050942592
A70_S0044,fake_biased,0.04945486
A70_S0068,fake_biased,0.0487823
A70_S0071,fake_biased,0.04994964
A70_S0087,fake_biased,0.05093294
A70_S0093,fake_biased,0.050230477
A70_S0095,fake_biased,0.0496921
A70_S0098,fake_biased,0.051117264
A70_S0103,fake_biased,0.049622517
A70_S0111,fake_biased,0.04883481
A70_S0114,fake_biased,0.05086988
A70_S0120,fake_biased,0.0495307
A70_S0121,fake_biased,0.049587656
A70_S0140,fake_biased,0.050111406
A70_S0151,fake_biased,0.052257974
A70_S0157,fake_biased,0.050476845
A70_S0167,fake_biased,0.051609322
A70_S0182,fake_biased,0.050486214
A70_S0190,fake_biased,0.048238188
A70_S0201,fake_biased,0.050425433
A70_S0206,fake_biased,0.050387956
A70_S0208,fake_biased,0.05003533
A70_S0228,fake_biased,0.050814364
A70_S0243,fake_biased,0.049317516
A70_S0244,fake_biased,0.049860366
A70_S0254,fake_biased,0.04857874
A70_S0258,fake_biased,0.050666247
A70_S0261,fake_biased,0.050321735
A70_S0278,fake_biased,0.049963646
A70_S0289,fake_biased,0.049093984
A70_S0298,fake_biased,0.048345152
A70_S0299,fake_biased,0.050289467
A70_S0307,fake_biased,0.05031556
A70_S0311,fake_biased,0.049502265
A70_S0333,fake_biased,0.049127895
A70_S0363,fake_biased,0.04930693
A70_S0382,fake_biased,0.05043821
A70_S0384,fake_biased,0.05130715
A70_S0412,fake_biased,0.051623262
A70_S0420,fake_biased,0.05054122
A70_S0436,fake_biased,0.04912556
A70_S0440,fake_biased,0.051199906
A70_S0465,fake_biased,0.050751824
A70_S0467,fake_biased,0.04940294
A70_S0482,fake_biased,0.049010266
A70_S0488,fake_biased,0.050369605
A70_S0506,fake_biased,0.049330216
A70_S0528,fake_biased,0.049589187
A70_S0554,fake_biased,0.04966333
A70_S0592,fake_biased,0.050604057
A70_S0623,fake_biased,0.04999967
A70_S0645,fake_biased,0.04882203
A70_S0652,fake_biased,0.05027219
A70_S0661,fake_biased,0.049468435
A70_S0673,fake_biased,0.049662683
A70_S0675,fake_biased,0.04874985
A70_S0676,fake_biased,0.049000748
A70_S0689,fake_biased,0.0500552
A70_S0691,fake_biased,0.048993018
A70_S0699,fake_biased,0.048487823
A70_S0710,fake_biased,0.04848629
A70_S0713,fake_biased,0.049822867
A70_S0721,fake_biased,0.04972123
A70_S0729,fake_biased,0.048497397
A70_S0731,fake_biased,0.0487975
A70_S0748,fake_biased,0.050137132
A70_S0761,fake_biased,0.050320663
A70_S0762,fake_biased,0.05008851
A70_S0774,fake_biased,0.05027214
A70_S0786,fake_biased,0.052147664
A70_S0796,fake_biased,0.051114578
A70_S0800,fake_biased,0.049392443
A70_S0803,fake_biased,0.050462242
A70_S0820,fake_biased,0.048568383
A70_S0839,fake_biased,0.049603876
A70_S0853,fake_biased,0.048611965
A70_S0869,fake_biased,0.050265
A70_S0881,fake_biased,0.050415393
A70_S0896,fake_biased,0.048454043
A70_S0910,fake_biased,0.051172476
A70_S0926,fake_biased,0.04924279
A70_S0947,fake_biased,0.048913654
A70_S0953,fake_biased,0.05037178
A70_S0957,fake_biased,0.050387662
A70_S0962,fake_biased,0.050627302
A70_S0975,fake_biased,0.049890865
A70_S0985,fake_biased,0.04926284
A70_S1001,fake_biased,0.050712578
A70_S1020,fake_biased,0.050767828
A70_S1029,fake_biased,0.049178105
A70_S1058,fake_biased,0.05003447
A70_S1070,fake_biased,0.04979856
A70_S1090,fake_biased,0.049925856
A70_S1146,fake_biased,0.051295456
A70_S1155,fake_biased,0.04976414
A70_S1171,fake_biased,0.049545333
A70_S1172,fake_biased,0.050538823
A70_S1173,fake_biased,0.04988792
A70_S1186,fake_biased,0.05059014
A80_S0004,fake_biased,0.048985463
A80_S0040,fake_biased,0.048931554
A80_S0069,fake_biased,0.048995372
A80_S0146,fake_biased,0.074535824
A80_S0149,fake_biased,0.048398618
A80_S0154,fake_biased,0.04952651
A80_S0341,fake_biased,0.048760187
A80_S0365,fake_biased,0.0491936
A80_S0419,fake_biased,0.049964
A80_S0422,fake_biased,0.04888258
A80_S0473,fake_biased,0.049044456
A80_S0496,fake_biased,0.050070316
A80_S0560,fake_biased,0.049776334
A80_S0569,fake_biased,0.049495813
A80_S0579,fake_biased,0.048638172
A80_S0605,fake_biased,0.04900388
A80_S0679,fake_biased,0.049245343
A80_S0726,fake_biased,0.04870265
A80_S0749,fake_biased,0.048570078
A80_S0785,fake_biased,0.048407543
A80_S0920,fake_biased,0.048651233
A80_S0977,fake_biased,0.04902152
A80_S0995,fake_biased,0.04937779
A80_S1026,fake_biased,0.061707683
A80_S1037,fake_biased,0.04871793
A80_S1061,fake_biased,0.048817966
A80_S1065,fake_biased,0.04873374
A80_S1089,fake_biased,0.04869692
A80_S1093,fake_biased,0.048555244
A80_S1099,fake_biased,0.048564836
A80_S1128,fake_biased,0.049525786
A90_S0107,fake_biased,0.04645279
S30_S0387,fake_biased,0.54914474
S30_S0429,fake_biased,0.49675375
S30_S0857,fake_biased,0.2706718
S30_S0968,fake_biased,0.5975152
S40_S0023,fake_biased,0.59278595
S40_S0036,fake_biased,0.6854206
S40_S0080,fake_biased,0.43182838
S40_S0084,fake_biased,0.69683033
S40_S0096,fake_biased,0.65382695
S40_S0099,fake_biased,0.6679999
S40_S0101,fake_biased,0.25761646
S40_S0108,fake_biased,0.67149746
S40_S0133,fake_biased,0.41729733
S40_S0234,fake_biased,0.5687377
S40_S0260,fake_biased,0.6822004
S40_S0304,fake_biased,0.7106411
S40_S0327,fake_biased,0.60245556
S40_S0344,fake_biased,0.6941763
S40_S0346,fake_biased,0.14242117
S40_S0402,fake_biased,0.67347276
S40_S0433,fake_biased,0.6313916
S40_S0439,fake_biased,0.38232407
S40_S0540,fake_biased,0.6987094
S40_S0583,fake_biased,0.6676529
S40_S0591,fake_biased,0.7081199
S40_S0595,fake_biased,0.33556262
S40_S0619,fake_biased,0.66402286
S40_S0690,fake_biased,0.7013212
S40_S0693,fake_biased,0.5845349
S40_S0734,fake_biased,0.64439625
S40_S0747,fake_biased,0.6908682
S40_S0764,fake_biased,0.6030674
S40_S0766,fake_biased,0.6731004
S40_S0799,fake_biased,0.35179517
S40_S0806,fake_biased,0.6961318
S40_S0825,fake_biased,0.68565327
S40_S0826,fake_biased,0.6978412
S40_S0846,fake_biased,0.69193625
S40_S0883,fake_biased,0.6953208
S40_S0886,fake_biased,0.60628086
S40_S0901,fake_biased,0.60494035
S40_S0908,fake_biased,0.68592554
S40_S0944,fake_biased,0.408273
S40_S0961,fake_biased,0.33517388
S40_S0970,fake_biased,0.6713535
S40_S0999,fake_biased,0.63708025
S40_S1015,fake_biased,0.65671855
S40_S1064,fake_biased,0.5700301
S40_S1083,fake_biased,0.67833906
S50_S0002,fake_biased,0.051072374
S50_S0028,fake_biased,0.050819196
S50_S0046,fake_biased,0.05226331
S50_S0049,fake_biased,0.04967171
S50_S0051,fake_biased,0.13868809
S50_S0053,fake_biased,0.05043005
S50_S0054,fake_biased,0.04985963
S50_S0055,fake_biased,0.05194687
S50_S0057,fake_biased,0.051592916
S50_S0066,fake_biased,0.050990254
S50_S0073,fake_biased,0.6121138
S50_S0091,fake_biased,0.34880564
S50_S0110,fake_biased,0.0518876
S50_S0116,fake_biased,0.04874395
S50_S0118,fake_biased,0.05218165
S50_S0122,fake_biased,0.62621564
S50_S0131,fake_biased,0.050418276
S50_S0132,fake_biased,0.21305275
S50_S0135,fake_biased,0.08329025
S50_S0141,fake_biased,0.048410345
S50_S0145,fake_biased,0.052580908
S50_S0148,fake_biased,0.04775273
S50_S0156,fake_biased,0.0550796
S50_S0164,fake_biased,0.70210475
S50_S0165,fake_biased,0.050061192
S50_S0166,fake_biased,0.04826846
S50_S0177,fake_biased,0.05326986
S50_S0178,fake_biased,0.04992165
S50_S0181,fake_biased,0.31863484
S50_S0185,fake_biased,0.05176881
S50_S0191,fake_biased,0.051733993
S50_S0193,fake_biased,0.52800035
S50_S0195,fake_biased,0.05066867
S50_S0197,fake_biased,0.056785595
S50_S0202,fake_biased,0.15848868
S50_S0226,fake_biased,0.049101572
S50_S0235,fake_biased,0.05348748
S50_S0240,fake_biased,0.11002008
S50_S0249,fake_biased,0.04870381
S50_S0252,fake_biased,0.047985718
S50_S0265,fake_biased,0.052224223
S50_S0266,fake_biased,0.04991297
S50_S0268,fake_biased,0.05061712
S50_S0274,fake_biased,0.052023135
S50_S0284,fake_biased,0.04968326
S50_S0288,fake_biased,0.051357497
S50_S0295,fake_biased,0.0510273
S50_S0303,fake_biased,0.08520282
S50_S0312,fake_biased,0.05296823
S50_S0313,fake_biased,0.060661644
S50_S0323,fake_biased,0.11170785
S50_S0329,fake_biased,0.05133993
S50_S0336,fake_biased,0.049499054
S50_S0352,fake_biased,0.051403217
S50_S0354,fake_biased,0.11795363
S50_S0355,fake_biased,0.4166699
S50_S0358,fake_biased,0.051381227
S50_S0360,fake_biased,0.05222657
S50_S0362,fake_biased,0.047886953
S50_S0366,fake_biased,0.052096684
S50_S0378,fake_biased,0.28270188
S50_S0380,fake_biased,0.5591365
S50_S0388,fake_biased,0.052192073
S50_S0404,fake_biased,0.051312316
S50_S0406,fake_biased,0.05153154
S50_S0410,fake_biased,0.55951077
S50_S0411,fake_biased,0.05645892
S50_S0421,fake_biased,0.050772976
S50_S0425,fake_biased,0.21745238
S50_S0428,fake_biased,0.050563473
